Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
2/11/2010;00:56:00;1.276;0.000;247.980;5.200;0.000;0.000;1.000
2/11/2010;00:57:00;1.272;0.000;247.740;5.200;0.000;0.000;1.000
2/11/2010;00:58:00;1.258;0.000;247.780;5.000;0.000;0.000;0.000
2/11/2010;00:59:00;1.200;0.066;247.660;4.800;0.000;0.000;1.000
2/11/2010;01:00:00;1.198;0.066;247.350;4.800;0.000;0.000;1.000
2/11/2010;01:01:00;1.198;0.066;247.390;4.800;0.000;0.000;0.000
2/11/2010;01:02:00;1.198;0.066;247.400;4.800;0.000;0.000;1.000
2/11/2010;01:03:00;1.198;0.066;247.530;4.800;0.000;0.000;1.000
2/11/2010;01:04:00;1.202;0.066;247.830;4.800;0.000;0.000;0.000
2/11/2010;01:05:00;1.202;0.066;247.850;4.800;0.000;0.000;1.000
2/11/2010;01:06:00;1.202;0.066;247.820;4.800;0.000;0.000;1.000
2/11/2010;01:07:00;1.200;0.066;247.740;4.800;0.000;0.000;0.000
2/11/2010;01:08:00;1.206;0.064;248.350;4.800;0.000;0.000;1.000
2/11/2010;01:09:00;1.204;0.064;248.270;4.800;0.000;0.000;1.000
2/11/2010;01:10:00;1.206;0.064;248.390;4.800;0.000;0.000;0.000
2/11/2010;01:11:00;1.244;0.000;248.660;5.000;0.000;0.000;1.000
2/11/2010;01:12:00;1.320;0.082;248.770;5.200;0.000;0.000;1.000
2/11/2010;01:13:00;1.314;0.080;248.480;5.200;0.000;0.000;0.000
2/11/2010;01:14:00;1.314;0.082;248.760;5.200;0.000;0.000;1.000
2/11/2010;01:15:00;1.312;0.082;248.770;5.200;0.000;0.000;1.000
2/11/2010;01:16:00;1.314;0.084;249.180;5.200;0.000;0.000;1.000
2/11/2010;01:17:00;1.314;0.084;249.350;5.200;0.000;0.000;0.000
2/11/2010;01:18:00;1.316;0.088;249.830;5.200;0.000;0.000;1.000
2/11/2010;01:19:00;1.374;0.086;249.810;5.400;0.000;0.000;1.000
2/11/2010;01:20:00;1.316;0.088;249.970;5.200;0.000;0.000;0.000
2/11/2010;01:21:00;1.310;0.084;249.160;5.200;0.000;0.000;1.000
2/11/2010;01:22:00;1.308;0.082;249.020;5.200;0.000;0.000;1.000
2/11/2010;01:23:00;1.388;0.088;248.710;5.600;0.000;0.000;0.000
2/11/2010;01:24:00;1.450;0.088;248.520;5.800;0.000;0.000;1.000
2/11/2010;01:25:00;1.340;0.000;248.030;5.400;0.000;0.000;1.000
2/11/2010;01:26:00;1.760;0.048;247.680;7.000;0.000;0.000;0.000
2/11/2010;01:27:00;1.756;0.046;247.550;7.000;0.000;0.000;1.000
2/11/2010;01:28:00;1.756;0.046;247.550;7.000;0.000;0.000;1.000
2/11/2010;01:29:00;1.836;0.154;247.410;7.400;0.000;0.000;0.000
2/11/2010;01:30:00;1.836;0.178;247.590;7.400;0.000;1.000;1.000
2/11/2010;01:31:00;1.840;0.180;248.060;7.400;0.000;2.000;1.000
2/11/2010;01:32:00;1.842;0.182;248.470;7.400;0.000;1.000;1.000
2/11/2010;01:33:00;1.794;0.108;248.400;7.200;0.000;1.000;0.000
2/11/2010;01:34:00;1.772;0.070;248.460;7.000;0.000;2.000;1.000
2/11/2010;01:35:00;1.770;0.070;248.140;7.000;0.000;1.000;1.000
2/11/2010;01:36:00;1.770;0.070;248.110;7.000;0.000;2.000;0.000
2/11/2010;01:37:00;1.768;0.070;247.920;7.000;0.000;1.000;1.000
2/11/2010;01:38:00;1.772;0.070;248.210;7.000;0.000;1.000;1.000
2/11/2010;01:39:00;1.778;0.072;248.520;7.200;0.000;2.000;0.000
2/11/2010;01:40:00;1.780;0.074;249.010;7.200;0.000;1.000;1.000
2/11/2010;01:41:00;1.778;0.074;248.920;7.000;0.000;2.000;1.000
2/11/2010;01:42:00;1.780;0.074;249.080;7.200;0.000;1.000;0.000
2/11/2010;01:43:00;1.440;0.082;249.210;6.000;0.000;1.000;1.000
2/11/2010;01:44:00;0.886;0.102;250.020;3.600;0.000;2.000;1.000
2/11/2010;01:45:00;1.180;0.140;249.460;4.800;0.000;1.000;0.000
2/11/2010;01:46:00;1.130;0.250;249.860;4.600;0.000;2.000;1.000
2/11/2010;01:47:00;0.754;0.258;250.180;3.200;0.000;1.000;1.000
2/11/2010;01:48:00;0.776;0.256;249.740;3.200;0.000;1.000;1.000
2/11/2010;01:49:00;0.762;0.258;248.740;3.200;0.000;2.000;0.000
2/11/2010;01:50:00;0.684;0.262;248.710;3.000;0.000;1.000;1.000
2/11/2010;01:51:00;0.500;0.268;249.150;2.200;0.000;1.000;1.000
2/11/2010;01:52:00;0.498;0.268;249.270;2.200;0.000;1.000;0.000
2/11/2010;01:53:00;0.494;0.264;248.480;2.200;0.000;2.000;1.000
2/11/2010;01:54:00;0.492;0.262;248.270;2.200;0.000;1.000;1.000
2/11/2010;01:55:00;0.490;0.262;248.170;2.200;0.000;1.000;0.000
2/11/2010;01:56:00;0.560;0.340;248.330;2.600;0.000;2.000;1.000
2/11/2010;01:57:00;0.568;0.376;248.510;2.600;0.000;1.000;1.000
2/11/2010;01:58:00;0.566;0.376;248.520;2.600;0.000;1.000;0.000
2/11/2010;01:59:00;0.486;0.254;248.660;2.200;0.000;1.000;1.000
2/11/2010;02:00:00;0.470;0.232;248.950;2.000;0.000;1.000;1.000
2/11/2010;02:01:00;0.468;0.232;249.190;2.000;0.000;2.000;0.000
2/11/2010;02:02:00;0.468;0.234;249.490;2.000;0.000;1.000;1.000
2/11/2010;02:03:00;0.440;0.238;250.020;2.000;0.000;1.000;1.000
2/11/2010;02:04:00;0.366;0.156;250.110;1.600;0.000;1.000;0.000
2/11/2010;02:05:00;0.348;0.126;250.300;1.400;0.000;1.000;1.000
2/11/2010;02:06:00;0.346;0.124;249.850;1.400;0.000;2.000;1.000
2/11/2010;02:07:00;0.346;0.122;249.690;1.400;0.000;1.000;1.000
2/11/2010;02:08:00;0.346;0.122;249.540;1.400;0.000;1.000;0.000
2/11/2010;02:09:00;0.344;0.120;249.180;1.400;0.000;1.000;1.000
2/11/2010;02:10:00;0.344;0.120;248.990;1.400;0.000;1.000;1.000
2/11/2010;02:11:00;0.344;0.118;248.860;1.400;0.000;2.000;0.000
2/11/2010;02:12:00;0.344;0.120;249.080;1.400;0.000;1.000;1.000
2/11/2010;02:13:00;0.344;0.120;249.090;1.400;0.000;1.000;1.000
2/11/2010;02:14:00;0.346;0.122;249.520;1.400;0.000;1.000;0.000
2/11/2010;02:15:00;0.346;0.122;249.630;1.400;0.000;1.000;1.000
2/11/2010;02:16:00;0.346;0.122;249.580;1.400;0.000;2.000;1.000
2/11/2010;02:17:00;0.344;0.122;249.530;1.400;0.000;1.000;0.000
2/11/2010;02:18:00;0.344;0.120;249.250;1.400;0.000;1.000;1.000
2/11/2010;02:19:00;0.384;0.156;248.710;1.800;0.000;1.000;1.000
2/11/2010;02:20:00;0.456;0.264;248.880;2.000;0.000;1.000;0.000
2/11/2010;02:21:00;0.454;0.268;249.320;2.000;0.000;1.000;1.000
2/11/2010;02:22:00;0.452;0.270;249.430;2.000;0.000;2.000;1.000
2/11/2010;02:23:00;0.450;0.270;249.520;2.000;0.000;1.000;1.000
2/11/2010;02:24:00;0.450;0.272;249.820;2.000;0.000;1.000;0.000
2/11/2010;02:25:00;0.446;0.270;249.710;2.000;0.000;1.000;1.000
2/11/2010;02:26:00;0.446;0.272;249.850;2.000;0.000;1.000;1.000
2/11/2010;02:27:00;0.448;0.278;250.730;2.000;0.000;2.000;0.000
2/11/2010;02:28:00;0.520;0.360;250.950;2.600;0.000;1.000;1.000
2/11/2010;02:29:00;0.522;0.388;250.170;2.600;0.000;1.000;1.000
2/11/2010;02:30:00;0.520;0.384;249.640;2.600;0.000;1.000;0.000
2/11/2010;02:31:00;0.520;0.384;249.750;2.600;0.000;1.000;1.000
2/11/2010;02:32:00;0.520;0.386;249.990;2.600;0.000;1.000;1.000
2/11/2010;02:33:00;0.430;0.250;249.700;2.000;0.000;2.000;0.000
2/11/2010;02:34:00;0.420;0.234;249.560;1.800;0.000;1.000;1.000
2/11/2010;02:35:00;0.418;0.232;249.320;1.800;0.000;1.000;1.000
2/11/2010;02:36:00;0.348;0.126;249.260;1.400;0.000;1.000;1.000
2/11/2010;02:37:00;0.344;0.120;249.440;1.400;0.000;1.000;0.000
2/11/2010;02:38:00;0.344;0.122;249.670;1.400;0.000;1.000;1.000
2/11/2010;02:39:00;0.346;0.124;250.270;1.400;0.000;2.000;1.000
2/11/2010;02:40:00;0.346;0.124;250.340;1.400;0.000;1.000;0.000
2/11/2010;02:41:00;0.346;0.124;250.240;1.400;0.000;1.000;1.000
2/11/2010;02:42:00;0.348;0.126;250.830;1.400;0.000;1.000;1.000
2/11/2010;02:43:00;0.348;0.126;250.770;1.400;0.000;1.000;0.000
2/11/2010;02:44:00;0.346;0.124;250.260;1.400;0.000;1.000;1.000
2/11/2010;02:45:00;0.346;0.124;250.360;1.400;0.000;2.000;1.000
2/11/2010;02:46:00;0.346;0.124;250.420;1.400;0.000;1.000;0.000
2/11/2010;02:47:00;0.346;0.124;250.490;1.400;0.000;1.000;1.000
2/11/2010;02:48:00;0.346;0.126;250.590;1.400;0.000;1.000;1.000
2/11/2010;02:49:00;0.346;0.126;250.370;1.400;0.000;1.000;1.000
2/11/2010;02:50:00;0.346;0.124;250.220;1.400;0.000;2.000;0.000
2/11/2010;02:51:00;0.346;0.124;250.070;1.400;0.000;1.000;1.000
2/11/2010;02:52:00;0.346;0.124;250.040;1.400;0.000;1.000;1.000
2/11/2010;02:53:00;0.384;0.160;249.670;1.800;0.000;1.000;0.000
2/11/2010;02:54:00;0.458;0.270;249.770;2.000;0.000;1.000;1.000
2/11/2010;02:55:00;0.454;0.272;250.020;2.000;0.000;1.000;1.000
2/11/2010;02:56:00;0.452;0.274;250.220;2.000;0.000;1.000;0.000
2/11/2010;02:57:00;0.450;0.272;249.920;2.000;0.000;2.000;1.000
2/11/2010;02:58:00;0.422;0.222;250.100;1.800;0.000;0.000;1.000
2/11/2010;02:59:00;0.376;0.138;249.800;1.600;0.000;0.000;0.000
2/11/2010;03:00:00;0.376;0.138;249.740;1.600;0.000;0.000;1.000
2/11/2010;03:01:00;0.460;0.238;249.660;2.200;0.000;0.000;1.000
2/11/2010;03:02:00;0.450;0.252;249.710;2.000;0.000;0.000;1.000
2/11/2010;03:03:00;0.450;0.250;249.620;2.000;0.000;0.000;0.000
2/11/2010;03:04:00;0.450;0.252;249.780;2.000;0.000;0.000;1.000
2/11/2010;03:05:00;0.446;0.246;248.920;2.000;0.000;0.000;1.000
2/11/2010;03:06:00;0.442;0.242;248.310;2.000;0.000;0.000;0.000
2/11/2010;03:07:00;0.352;0.106;248.490;1.400;0.000;0.000;1.000
2/11/2010;03:08:00;0.338;0.088;249.180;1.400;0.000;0.000;1.000
2/11/2010;03:09:00;0.274;0.000;249.500;1.000;0.000;0.000;0.000
2/11/2010;03:10:00;0.274;0.000;249.770;1.000;0.000;0.000;1.000
2/11/2010;03:11:00;0.276;0.000;250.000;1.000;0.000;0.000;1.000
2/11/2010;03:12:00;0.276;0.000;250.030;1.000;0.000;0.000;0.000
2/11/2010;03:13:00;0.276;0.000;250.360;1.200;0.000;0.000;1.000
2/11/2010;03:14:00;0.276;0.000;250.300;1.200;0.000;0.000;1.000
2/11/2010;03:15:00;0.276;0.000;250.500;1.200;0.000;0.000;0.000
2/11/2010;03:16:00;0.276;0.000;250.600;1.200;0.000;0.000;1.000
2/11/2010;03:17:00;0.276;0.000;250.780;1.200;0.000;0.000;1.000
2/11/2010;03:18:00;0.278;0.000;250.850;1.200;0.000;0.000;1.000
2/11/2010;03:19:00;0.276;0.000;250.660;1.200;0.000;0.000;0.000
2/11/2010;03:20:00;0.278;0.000;251.090;1.200;0.000;0.000;1.000
2/11/2010;03:21:00;0.278;0.000;250.950;1.200;0.000;0.000;1.000
2/11/2010;03:22:00;0.276;0.000;250.740;1.200;0.000;0.000;0.000
2/11/2010;03:23:00;0.276;0.000;250.470;1.200;0.000;0.000;1.000
2/11/2010;03:24:00;0.276;0.000;250.320;1.200;0.000;0.000;1.000
2/11/2010;03:25:00;0.276;0.000;249.990;1.000;0.000;0.000;0.000
2/11/2010;03:26:00;0.276;0.000;249.960;1.000;0.000;0.000;1.000
2/11/2010;03:27:00;0.318;0.000;249.790;1.400;0.000;0.000;1.000
2/11/2010;03:28:00;0.388;0.138;249.840;1.600;0.000;0.000;1.000
2/11/2010;03:29:00;0.384;0.136;249.630;1.600;0.000;0.000;0.000
2/11/2010;03:30:00;0.382;0.140;250.120;1.600;0.000;0.000;1.000
2/11/2010;03:31:00;0.382;0.140;250.420;1.600;0.000;0.000;1.000
2/11/2010;03:32:00;0.382;0.144;250.870;1.600;0.000;0.000;0.000
2/11/2010;03:33:00;0.380;0.142;250.640;1.600;0.000;0.000;1.000
2/11/2010;03:34:00;0.418;0.178;250.330;1.800;0.000;0.000;1.000
2/11/2010;03:35:00;0.454;0.254;250.300;2.000;0.000;0.000;0.000
2/11/2010;03:36:00;0.454;0.254;250.530;2.000;0.000;0.000;1.000
2/11/2010;03:37:00;0.452;0.256;250.540;2.000;0.000;0.000;1.000
2/11/2010;03:38:00;0.452;0.256;250.600;2.000;0.000;0.000;0.000
2/11/2010;03:39:00;0.450;0.254;250.370;2.000;0.000;0.000;1.000
2/11/2010;03:40:00;0.448;0.254;250.300;2.000;0.000;0.000;1.000
2/11/2010;03:41:00;0.356;0.114;250.250;1.400;0.000;0.000;1.000
2/11/2010;03:42:00;0.298;0.000;250.590;1.200;0.000;0.000;0.000
2/11/2010;03:43:00;0.276;0.000;250.140;1.200;0.000;0.000;1.000
2/11/2010;03:44:00;0.276;0.000;249.850;1.000;0.000;0.000;1.000
2/11/2010;03:45:00;0.274;0.000;249.510;1.000;0.000;0.000;0.000
2/11/2010;03:46:00;0.274;0.000;249.510;1.000;0.000;0.000;1.000
2/11/2010;03:47:00;0.276;0.000;249.820;1.000;0.000;0.000;1.000
2/11/2010;03:48:00;0.276;0.000;249.820;1.000;0.000;0.000;0.000
2/11/2010;03:49:00;0.274;0.000;249.690;1.000;0.000;0.000;1.000
2/11/2010;03:50:00;0.276;0.000;249.870;1.000;0.000;0.000;1.000
2/11/2010;03:51:00;0.274;0.000;249.850;1.000;0.000;0.000;0.000
2/11/2010;03:52:00;0.274;0.000;249.540;1.000;0.000;0.000;1.000
2/11/2010;03:53:00;0.274;0.000;249.150;1.000;0.000;0.000;1.000
2/11/2010;03:54:00;0.274;0.000;249.250;1.000;0.000;0.000;1.000
2/11/2010;03:55:00;0.274;0.000;249.370;1.000;0.000;0.000;0.000
2/11/2010;03:56:00;0.274;0.000;249.610;1.000;0.000;0.000;1.000
2/11/2010;03:57:00;0.276;0.000;249.930;1.200;0.000;0.000;1.000
2/11/2010;03:58:00;0.276;0.000;250.030;1.200;0.000;0.000;0.000
2/11/2010;03:59:00;0.276;0.000;250.240;1.200;0.000;0.000;1.000
2/11/2010;04:00:00;0.276;0.000;250.210;1.200;0.000;0.000;1.000
2/11/2010;04:01:00;0.306;0.000;250.390;1.400;0.000;0.000;0.000
2/11/2010;04:02:00;0.392;0.142;250.990;1.600;0.000;0.000;1.000
2/11/2010;04:03:00;0.388;0.142;250.790;1.600;0.000;0.000;1.000
2/11/2010;04:04:00;0.386;0.144;250.940;1.600;0.000;0.000;0.000
2/11/2010;04:05:00;0.384;0.142;250.910;1.600;0.000;0.000;1.000
2/11/2010;04:06:00;0.382;0.144;250.940;1.600;0.000;0.000;1.000
2/11/2010;04:07:00;0.380;0.144;251.090;1.600;0.000;0.000;1.000
2/11/2010;04:08:00;0.428;0.190;250.340;2.000;0.000;0.000;0.000
2/11/2010;04:09:00;0.930;0.242;248.940;4.400;0.000;0.000;7.000
2/11/2010;04:10:00;1.636;0.232;248.410;6.600;0.000;0.000;21.000
2/11/2010;04:11:00;1.614;0.230;248.300;6.400;0.000;0.000;20.000
2/11/2010;04:12:00;1.602;0.232;248.660;6.400;0.000;0.000;20.000
2/11/2010;04:13:00;1.590;0.230;248.330;6.400;0.000;0.000;19.000
2/11/2010;04:14:00;1.584;0.230;248.230;6.400;0.000;0.000;20.000
2/11/2010;04:15:00;1.494;0.088;248.950;6.000;0.000;0.000;20.000
2/11/2010;04:16:00;1.434;0.000;249.280;5.600;0.000;0.000;19.000
2/11/2010;04:17:00;1.424;0.000;249.350;5.600;0.000;0.000;20.000
2/11/2010;04:18:00;1.424;0.000;249.450;5.600;0.000;0.000;20.000
2/11/2010;04:19:00;1.430;0.000;250.030;5.600;0.000;0.000;20.000
2/11/2010;04:20:00;1.430;0.000;250.110;5.600;0.000;0.000;20.000
2/11/2010;04:21:00;1.430;0.000;250.000;5.600;0.000;0.000;19.000
2/11/2010;04:22:00;1.432;0.000;250.280;5.600;0.000;0.000;20.000
2/11/2010;04:23:00;1.434;0.000;250.420;5.600;0.000;0.000;20.000
2/11/2010;04:24:00;1.440;0.000;250.930;5.600;0.000;0.000;20.000
2/11/2010;04:25:00;1.444;0.000;251.320;5.600;0.000;0.000;20.000
2/11/2010;04:26:00;1.444;0.000;251.390;5.600;0.000;0.000;20.000
2/11/2010;04:27:00;1.444;0.000;251.460;5.600;0.000;0.000;20.000
2/11/2010;04:28:00;1.450;0.000;251.860;5.600;0.000;0.000;20.000
2/11/2010;04:29:00;1.444;0.000;251.370;5.600;0.000;0.000;20.000
2/11/2010;04:30:00;1.442;0.000;251.160;5.600;0.000;0.000;20.000
2/11/2010;04:31:00;1.440;0.000;251.120;5.600;0.000;0.000;20.000
2/11/2010;04:32:00;1.438;0.000;250.880;5.600;0.000;0.000;20.000
2/11/2010;04:33:00;1.438;0.000;250.990;5.600;0.000;0.000;20.000
2/11/2010;04:34:00;1.432;0.000;250.460;5.600;0.000;0.000;20.000
2/11/2010;04:35:00;1.444;0.000;249.880;5.800;0.000;0.000;20.000
2/11/2010;04:36:00;1.534;0.126;249.560;6.000;0.000;0.000;20.000
2/11/2010;04:37:00;1.532;0.126;249.710;6.000;0.000;0.000;19.000
2/11/2010;04:38:00;1.530;0.126;249.740;6.000;0.000;0.000;20.000
2/11/2010;04:39:00;2.010;0.414;248.760;8.200;0.000;0.000;27.000
2/11/2010;04:40:00;2.114;0.460;248.820;8.600;0.000;0.000;30.000
2/11/2010;04:41:00;2.142;0.458;248.800;8.800;0.000;0.000;30.000
2/11/2010;04:42:00;2.190;0.476;248.470;9.000;0.000;0.000;30.000
2/11/2010;04:43:00;2.236;0.558;248.320;9.200;0.000;0.000;30.000
2/11/2010;04:44:00;2.238;0.554;248.230;9.200;0.000;0.000;31.000
2/11/2010;04:45:00;2.234;0.552;248.090;9.200;0.000;0.000;30.000
2/11/2010;04:46:00;2.234;0.552;248.170;9.200;0.000;0.000;31.000
2/11/2010;04:47:00;2.234;0.552;248.250;9.200;0.000;0.000;30.000
2/11/2010;04:48:00;2.234;0.554;248.450;9.200;0.000;0.000;31.000
2/11/2010;04:49:00;2.154;0.422;248.750;8.800;0.000;0.000;30.000
2/11/2010;04:50:00;1.718;0.138;249.200;7.000;0.000;0.000;26.000
2/11/2010;04:51:00;1.422;0.000;248.930;5.600;0.000;0.000;19.000
2/11/2010;04:52:00;1.422;0.000;248.880;5.600;0.000;0.000;20.000
2/11/2010;04:53:00;1.420;0.000;248.880;5.600;0.000;0.000;20.000
2/11/2010;04:54:00;1.424;0.000;249.090;5.600;0.000;0.000;19.000
2/11/2010;04:55:00;1.418;0.000;248.610;5.600;0.000;0.000;20.000
2/11/2010;04:56:00;1.428;0.000;249.480;5.600;0.000;0.000;19.000
2/11/2010;04:57:00;1.428;0.000;249.520;5.600;0.000;0.000;20.000
2/11/2010;04:58:00;1.428;0.000;249.560;5.600;0.000;0.000;20.000
2/11/2010;04:59:00;1.430;0.000;249.740;5.600;0.000;0.000;20.000
2/11/2010;05:00:00;1.430;0.000;249.820;5.600;0.000;0.000;19.000
2/11/2010;05:01:00;1.336;0.000;249.750;5.400;0.000;0.000;20.000
2/11/2010;05:02:00;0.282;0.000;250.580;1.200;0.000;0.000;1.000
2/11/2010;05:03:00;0.282;0.000;250.600;1.200;0.000;0.000;1.000
2/11/2010;05:04:00;0.280;0.000;250.070;1.200;0.000;0.000;0.000
2/11/2010;05:05:00;0.280;0.000;250.080;1.200;0.000;0.000;1.000
2/11/2010;05:06:00;0.280;0.000;250.060;1.200;0.000;0.000;1.000
2/11/2010;05:07:00;0.280;0.000;250.060;1.200;0.000;0.000;0.000
2/11/2010;05:08:00;0.278;0.000;249.590;1.200;0.000;0.000;1.000
2/11/2010;05:09:00;0.294;0.000;249.690;1.200;0.000;0.000;1.000
2/11/2010;05:10:00;0.394;0.138;249.580;1.600;0.000;0.000;0.000
2/11/2010;05:11:00;0.386;0.132;248.360;1.600;0.000;0.000;1.000
2/11/2010;05:12:00;0.382;0.130;248.080;1.600;0.000;0.000;1.000
2/11/2010;05:13:00;0.382;0.132;248.150;1.600;0.000;0.000;0.000
2/11/2010;05:14:00;0.382;0.136;248.940;1.600;0.000;0.000;1.000
2/11/2010;05:15:00;0.380;0.136;248.880;1.600;0.000;0.000;1.000
2/11/2010;05:16:00;0.378;0.136;249.030;1.600;0.000;0.000;1.000
2/11/2010;05:17:00;0.434;0.194;248.960;2.000;0.000;0.000;0.000
2/11/2010;05:18:00;0.454;0.248;249.240;2.000;0.000;0.000;1.000
2/11/2010;05:19:00;0.454;0.248;249.320;2.000;0.000;0.000;1.000
2/11/2010;05:20:00;0.454;0.250;249.710;2.000;0.000;0.000;0.000
2/11/2010;05:21:00;0.454;0.252;249.730;2.000;0.000;0.000;1.000
2/11/2010;05:22:00;0.452;0.252;250.000;2.000;0.000;0.000;1.000
2/11/2010;05:23:00;0.358;0.110;251.240;1.400;0.000;0.000;0.000
2/11/2010;05:24:00;0.356;0.110;251.600;1.400;0.000;0.000;1.000
2/11/2010;05:25:00;0.282;0.000;251.380;1.200;0.000;0.000;1.000
2/11/2010;05:26:00;0.276;0.000;251.390;1.000;0.000;0.000;0.000
2/11/2010;05:27:00;0.276;0.000;251.190;1.000;0.000;0.000;1.000
2/11/2010;05:28:00;0.282;0.000;251.260;1.200;0.000;0.000;1.000
2/11/2010;05:29:00;0.282;0.000;251.040;1.200;0.000;0.000;1.000
2/11/2010;05:30:00;0.284;0.000;251.330;1.200;0.000;0.000;0.000
2/11/2010;05:31:00;0.276;0.000;251.380;1.000;0.000;0.000;1.000
2/11/2010;05:32:00;0.276;0.000;251.150;1.000;0.000;0.000;1.000
2/11/2010;05:33:00;0.274;0.000;250.490;1.000;0.000;0.000;0.000
2/11/2010;05:34:00;0.274;0.000;251.100;1.000;0.000;0.000;1.000
2/11/2010;05:35:00;0.280;0.000;251.380;1.200;0.000;0.000;1.000
2/11/2010;05:36:00;0.284;0.000;251.230;1.200;0.000;0.000;0.000
2/11/2010;05:37:00;0.284;0.000;251.480;1.200;0.000;0.000;1.000
2/11/2010;05:38:00;0.278;0.000;251.590;1.200;0.000;0.000;1.000
2/11/2010;05:39:00;0.274;0.000;251.130;1.000;0.000;0.000;1.000
2/11/2010;05:40:00;0.276;0.000;251.270;1.000;0.000;0.000;0.000
2/11/2010;05:41:00;0.276;0.000;251.280;1.000;0.000;0.000;1.000
2/11/2010;05:42:00;0.282;0.000;251.030;1.200;0.000;0.000;1.000
2/11/2010;05:43:00;0.336;0.050;250.940;1.400;0.000;0.000;0.000
2/11/2010;05:44:00;0.394;0.142;250.760;1.600;0.000;0.000;1.000
2/11/2010;05:45:00;0.384;0.142;250.670;1.600;0.000;0.000;1.000
2/11/2010;05:46:00;0.380;0.140;250.490;1.600;0.000;0.000;0.000
2/11/2010;05:47:00;0.378;0.138;250.290;1.600;0.000;0.000;1.000
2/11/2010;05:48:00;0.378;0.138;250.240;1.600;0.000;0.000;1.000
2/11/2010;05:49:00;0.382;0.138;250.260;1.600;0.000;0.000;1.000
2/11/2010;05:50:00;0.382;0.138;250.170;1.600;0.000;0.000;0.000
2/11/2010;05:51:00;0.378;0.138;250.250;1.600;0.000;0.000;1.000
2/11/2010;05:52:00;0.432;0.202;250.240;2.000;0.000;0.000;1.000
2/11/2010;05:53:00;0.450;0.254;250.520;2.000;0.000;0.000;0.000
2/11/2010;05:54:00;0.450;0.254;250.550;2.000;0.000;0.000;1.000
2/11/2010;05:55:00;0.450;0.250;249.930;2.000;0.000;0.000;1.000
2/11/2010;05:56:00;0.438;0.226;249.760;2.000;0.000;0.000;0.000
2/11/2010;05:57:00;0.354;0.100;249.470;1.400;0.000;0.000;1.000
2/11/2010;05:58:00;0.350;0.100;249.440;1.400;0.000;0.000;1.000
2/11/2010;05:59:00;0.344;0.098;249.190;1.400;0.000;0.000;0.000
2/11/2010;06:00:00;0.276;0.000;249.970;1.200;0.000;0.000;1.000
2/11/2010;06:01:00;0.334;0.064;250.120;1.600;0.000;0.000;1.000
2/11/2010;06:02:00;0.358;0.124;249.960;1.400;0.000;1.000;1.000
2/11/2010;06:03:00;0.364;0.124;249.950;1.400;0.000;2.000;0.000
2/11/2010;06:04:00;0.362;0.124;250.160;1.400;0.000;1.000;1.000
2/11/2010;06:05:00;0.360;0.128;250.820;1.400;0.000;1.000;1.000
2/11/2010;06:06:00;0.360;0.132;251.870;1.400;0.000;2.000;0.000
2/11/2010;06:07:00;0.362;0.134;252.110;1.400;0.000;1.000;1.000
2/11/2010;06:08:00;0.362;0.132;251.840;1.400;0.000;2.000;1.000
2/11/2010;06:09:00;0.364;0.132;251.590;1.600;0.000;1.000;0.000
2/11/2010;06:10:00;0.370;0.132;251.880;1.600;0.000;1.000;1.000
2/11/2010;06:11:00;0.370;0.132;251.650;1.600;0.000;2.000;1.000
2/11/2010;06:12:00;0.366;0.132;251.750;1.600;0.000;1.000;1.000
2/11/2010;06:13:00;0.362;0.132;251.990;1.400;0.000;2.000;0.000
2/11/2010;06:14:00;0.364;0.134;252.330;1.600;0.000;1.000;1.000
2/11/2010;06:15:00;0.364;0.136;252.570;1.600;0.000;2.000;1.000
2/11/2010;06:16:00;0.366;0.134;252.120;1.600;0.000;1.000;0.000
2/11/2010;06:17:00;0.454;0.230;251.510;2.000;0.000;1.000;1.000
2/11/2010;06:18:00;0.478;0.282;251.420;2.200;0.000;2.000;1.000
2/11/2010;06:19:00;0.468;0.282;251.520;2.200;0.000;1.000;0.000
2/11/2010;06:20:00;0.464;0.282;251.520;2.200;0.000;1.000;1.000
2/11/2010;06:21:00;0.462;0.284;251.840;2.200;0.000;2.000;1.000
2/11/2010;06:22:00;0.460;0.286;251.930;2.000;0.000;1.000;1.000
2/11/2010;06:23:00;0.462;0.284;251.610;2.200;0.000;1.000;0.000
2/11/2010;06:24:00;0.462;0.282;251.310;2.000;0.000;2.000;1.000
2/11/2010;06:25:00;0.462;0.286;251.760;2.200;0.000;1.000;1.000
2/11/2010;06:26:00;0.454;0.286;252.010;2.000;0.000;1.000;0.000
2/11/2010;06:27:00;0.528;0.374;252.470;2.600;0.000;2.000;1.000
2/11/2010;06:28:00;0.530;0.406;252.440;2.600;0.000;1.000;1.000
2/11/2010;06:29:00;0.530;0.408;252.640;2.600;0.000;1.000;1.000
2/11/2010;06:30:00;0.522;0.390;253.530;2.600;0.000;1.000;0.000
2/11/2010;06:31:00;0.438;0.256;252.980;2.000;0.000;2.000;1.000
2/11/2010;06:32:00;0.438;0.258;253.160;2.000;0.000;1.000;1.000
2/11/2010;06:33:00;0.428;0.254;252.460;2.000;0.000;1.000;0.000
2/11/2010;06:34:00;0.426;0.258;253.090;2.000;0.000;1.000;1.000
